Provider	Marketplace Page	Logo	Tagline
Measurable AI	https://marketplace.databricks.com/provider/709bc5e0-c3a1-488e-a573-1ab871e6f465/Measurable-AI	https://marketplace.databricks.com/provider/709bc5e0-c3a1-488e-a573-1ab871e6f465/Measurable-AI	Measurable AI provides actionable consumer insights based on millions of consumers’ transactional records for the emerging markets. We are the only e-receipt provider for South East Asia and our other strong markets are Latin America, Middle East and India. Sector wise, we cover digital economies with particular focus in food delivery, ride hailing, e-commerce and the fintech space. Our data is available in real time and in a granular or aggregated format. Our major clients are corporates, tech startups, market research consultancies and financial institutions. Reach out to us for your consumer insight and market research needs.
Morningstar	https://marketplace.databricks.com/provider/11201e70-956a-4646-b0d0-7d79ed4e0ec7/Morningstar	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_11201e70-956a-4646-b0d0-7d79ed4e0ec7/ff85a68d-fb73-4d76-8a00-4b37cf4d733c?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=a1070dd9ce6a2de3cec52cfec3a8e90a0e01894b68e206f2ec617a8125c16119	Morningstar, Inc. is a leading provider of independent investment research in North America, Europe, Australia, and Asia. The Company offers an extensive line of products and services for individual investors, financial advisors, asset managers and owners, retirement plan providers and sponsors, and institutional investors in the debt and private capital markets. Morningstar provides data and research insights on a wide range of investment offerings, including managed investment products, publicly listed companies, private capital markets, debt securities, and real-time global market data. Morningstar also offers investment management services through its investment advisory subsidiaries, with approximately $253 billion in assets under advisement and management as of June 30, 2022. The Company has operations in 29 countries. For more information, visit www.morningstar.com/company. Follow Morningstar on Twitter @MorningstarInc.
Narrative I/O	https://marketplace.databricks.com/provider/54e23994-918c-4414-920b-880d05378598/Narrative-IO	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_54e23994-918c-4414-920b-880d05378598/5f76c1fb-63db-4197-8984-9c35030b633e?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7041868f243faaa9631761d5cee60af2a4696f60075594dae43128b0b6386518	Narrative is a data collaboration platform that simplifies the buying and selling of information by eliminating the inefficiencies in data transactions that hold businesses back from maximizing the success of their most important data-driven initiatives. Innovative brands and direct-to-consumer companies leverage Narrative's technology to fuel powerful data strategies, build data monetization businesses, power growth marketing, and inform product development.
Nasdaq, Inc.	https://marketplace.databricks.com/provider/5607ebb2-ca71-4be5-afb0-2e18c5d7789a/Nasdaq-Inc	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_5607ebb2-ca71-4be5-afb0-2e18c5d7789a/5fae6945-cf02-4965-8826-83bad5cf3ab3?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=56d503fb7795b4d817dde659ecb43259552359f5435ef28ad66cdfb46423319d	Powering over 750,000 users, Nasdaq Data Link is one of the world's most diverse sources of market intelligence. We connect asset owners, managers, and all segments of the investing public with a suite of financial, fund, economic, and alternative data, in addition to providing end-to-end data management services and delivery APIs for real-time and delayed data.
Net One Systems Co., Ltd.	https://marketplace.databricks.com/provider/84852eac-808c-487f-bcab-25eebbed9736/Net-One-Systems-Co-Ltd	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_84852eac-808c-487f-bcab-25eebbed9736/51d6b007-8faf-4e7d-98c9-b48ed63bf985?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=7af0b2fd01587a8aa8b0f747c7c5dfd7b422b0839e91382c862af7e11ca488da	Net One Systems supports the development of an ICT-based society with pride and responsibility and, through continuous growth as a company, will create a prosperous future together with our stakeholders.. Net One Systems Co., Ltd., as an ICT connoisseur group with excellent technical capabilities and the ability to discern value, contributes to a sustainable society by providing services that create social and economic value through the utilization of ICT. We are a company that works on We constantly assess trends in cutting-edge technology around the world, verify and materialize their combinations, and also deliver know-how on their utilization by putting them into practice in-house.
Olery	https://marketplace.databricks.com/provider/71588426-b759-4dae-b215-b077a3524cbe/Olery	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_71588426-b759-4dae-b215-b077a3524cbe/9fd5f321-d852-4d41-a870-298ddb910d99?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=6353e1b8d57b8814f3efe3055de2b731fde96071f4ed4cb4a742196d82d9e2fc	Olery is the leading provider of performance data in Travel. By tapping into the opinions of travelers shared online (e.g. online hotel reviews) Olery is able to assess hospitality businesses, destinations and markets worldwide. Advanced technologies such as Natural Language Processing and Big Data methodology make it possible to analyse large quantities of content every day. Destination marketing organisations, hospitality & asset management companies, hotel groups and online travel agencies make use of use this data to monitor performance, conduct research and improve services. Olery offers reports, cloud tools and data APIs.
Onclusive	https://marketplace.databricks.com/provider/14b64445-9582-482a-9155-7cb0ec69cb1c/Onclusive	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_14b64445-9582-482a-9155-7cb0ec69cb1c/d4848b4a-4a3d-4723-9be3-d61ceddb6786?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=8a17d2bfdca68ecb0e1c80b4d02d3d843e3d04b5182d40e05a5b423e346fd1c5	Onclusive’s media sentiment data set is among the most comprehensive and fastest in the world. Onclusive machine reads and analyzes over 200,000,000 articles a month from virtually every corner of the internet (traditional publishers, company websites, and newswire services as opposed to social media), in every language, in close to real time. Its cutting-edge AI then extracts all the key topics from those articles and applies the most accurate sentiment scoring system to each article at the individual topic level. Sentiment is further enriched with a veriety of meta data of each article including domain authority and social media amplification. Because Onclusive has accumulated a database of coverage in excess of 6,000,000,000 articles, its AI has an unparalleled training data set.
Online Advertising Network	https://marketplace.databricks.com/provider/89e0642e-b1aa-4665-ba28-89f5d278af91/Online-Advertising-Network	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_89e0642e-b1aa-4665-ba28-89f5d278af91/77e6f2af-ff5e-4760-aaf2-bc3728364c5b?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=601be9582cd1a9906c580b241eb143b9f3bcb0331a0ddcc8c28ece1c41d2d045	We provide audience data used for targeting programmatic campaigns. Our focus is the fast-growing gaming area - OAN gaming taxonomy includes millions of gamers’ profiles globally. With our high-quality data, marketers can easily reach users across the world in programmatic campaigns or they can enrich their current databases and get more details about target audiences. With OAN data advertisers can easily deliver personalized ads adjusted to their specific profiles. Our segments are created in compliance with IAB Standards and provided audience data is available through top global DSPs.
Ontada	https://marketplace.databricks.com/provider/68fd59a3-2190-4b62-973c-fe4d83f1a2ed/Ontada	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_68fd59a3-2190-4b62-973c-fe4d83f1a2ed/184940c0-8a0e-4371-badb-870442441b62?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=75f1a08115abd0ba52fe6b929f3d93eaff316b69966bea07782b1d93e5ebe7f0	Ontada is an oncology technology and insights business dedicated to transforming the fight against cancer. Part of McKesson Corporation, Ontada was founded on the core belief that precise insights – delivered exactly at the point of need – can save more patients’ lives. We connect the full patient journey by combining technologies used by The US Oncology Network and other community oncology providers with real-world data and research relied on by all top 15 global life sciences companies. Our work helps accelerate innovation and power the future of cancer care. For more information, visit ontada.com.
Opah Labs	https://marketplace.databricks.com/provider/a470606f-a07d-4d72-a6d4-f74d992dfc33/Opah-Labs	https://marketplace-file-storage-prod.s3.us-east-1.amazonaws.com/PROVIDER_ICON/PROVIDER_a470606f-a07d-4d72-a6d4-f74d992dfc33/958494f7-0cf0-45f3-9a56-23134e985922?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEJ3%2F%2F%2F%2F%2F%2F%2F%2F%2F%2FwEaDnVzLWVhc3QtMS1maXBzIkcwRQIhAK6lBE19WHrp026BDg0rxnKyEqucDYgI7soaf%2FctancrAiB6hlv6D%2BGJ5sddh6NsZRrcsijuQI9byOSS%2FLt1Uux%2Btiq2Agj1%2F%2F%2F%2F%2F%2F%2F%2F%2F%2F8BEAAaDDQxNDM1MTc2NzgyNiIMt7WgRITWYWlGegICKooCqdE3yXWFnNVLdL7vpDZIAwsA1OO2uui4oaIKJ4RyRKjky0ZsV%2FK83F7p5TBxGbrVSrTl7RboZKFbZgaL2XDpyEqcgCRSbdMMhAe9byIfW9BQGusvbFjzjVqFBYXTXij46%2F9UDYvgpOhTm5BnlyW7Qd1Wdh5Q5IGPerUthOeOnF6c61B5xHzXZf9ozq0BSH%2F62tPXSKDorpLJQhnjWuDRW7GkSmKtXh%2BV3gFXO2AeugfCIfZRgpOph%2FvgSY4i%2FU%2Bj3riiqA2eD4g%2FT%2FCY7UD4VK4QWrvVHuD7oeITmbTnmnX%2BBVp2V4hWueJ2hDzhlYbvTmm4oCDXb48b8GASpE5s0jK3uHxwaY%2BoLyowm9ujqwY6nQGtoDEenGO87LsN71NGVQCvK043CmZ4r1clC%2Fsw209ZUsJN3daltmqUfGDRUDKay34d%2BxW3%2FB7vG5L2IFjPhd3SFSRj3AvvOkq13elcB3EUkBqx8%2BYImGEGZItQTGQnFFd%2B0OMwsOIuCtRp7YnDeTq4tQMoh9%2Bd6doQqKSHR83YivP2PDB6ekTo%2BwtNi8RVzlu73spkJiMzNnXmTF%2F7&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20231130T201627Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Credential=ASIAWA6KKHEJA4WN43UZ%2F20231130%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=5212c2b291f269ebc198321f07c940c06f841f57d03180cb1c301b249171f2a1	Delivering deep proprietary industry data across a broad range of sectors to enable cutting-edge insights. We dig deeper to deliver datasets that are sector-specific and hyper-targeted to your business needs. How it works Data You can Trust - Our platform is built on the highest-quality proprietary data sources available. Unrivaled Industry, Geography and Market insights - With a deep pool of data from across the globe, you can generate insights across both macro and micro verticals as you need it Real-time Data and Trend Analysis - We allow for rapid access to emerging trends and immediate reaction to market impacting activities What we do Integrated Data as a Service platform Competitive, Trend and Consumer Intelligence, all in one Source Unrivaled Quantity of Proprietary Datasets Providing Services To Financial Institutions Research and Development Government and Municipal AI and ML development teams Consumer Credit Neo-financial services providers and Our Exchange partners
